bandwidth,computation_nodes,energy_consumption
212.0,2.2788535969157673,1.3788535969157676
271.0,1.4897837076069524,0.15002151044533388
479.0,2.3533989748458226,0.6500586367382385
215.0,1.8438436393705409,0.5464214762976455
213.0,1.4653217867814792,1.5729424283280249
479.0,2.432039225844807,1.4533989748458227
342.0,1.8984180925677072,1.884359135409691
281.0,1.012997519356122,0.2738776652588323
279.0,1.6805010330359837,0.9438436393705408
252.0,2.5269882580130476,0.1595944388761407
376.0,1.193432753666928,0.5372759496072067
435.0,2.61425654654876,1.1107105762067249
393.0,2.946231527958741,0.15307193936772726
385.0,1.5863565628141858,0.49767530137329696
223.0,2.409143672429847,1.3997688755590465
240.0,2.5461366815773836,1.1898829612064334
394.0,2.7329673335105396,0.5408812440813934
386.0,2.2713688885288006,1.2785313677518175
336.0,1.710541400455043,1.7188609133556534
236.0,2.3670953310733345,0.11299751935612204
325.0,1.342277296396194,1.7116385036656159
485.0,1.7589108835152956,1.4962787899764538
228.0,1.6485654688306437,0.7805010330359837
361.0,1.0642004878080755,0.4109589996235631
490.0,4.264754420846189,2.0144261444135623
455.0,5.258711523193911,0.7731890902252535
434.0,7.658190358962174,0.2854916867602958
487.0,4.558521278102026,0.293432753666928
419.0,6.988055246609031,1.7949887326949197
312.0,5.597602020561589,1.3074520627337822
452.0,4.5533269795634235,1.7142565465487605
256.0,4.188465501698938,1.5594635733876359
416.0,4.639928006889801,1.1724561829094016
439.0,5.539069246698,2.0462315279587413
205.0,7.884313510454472,0.8570687544167069
474.0,4.458206971934747,1.204081262546454
374.0,7.074394930629784,1.7588093285059898
432.0,5.73906100267642,1.3370395047284922
334.0,6.8883682452396435,1.8234138006215546
459.0,7.0478487962082585,1.2547042905135242
352.0,7.482074279347067,1.509143672429847
301.0,6.030651527910537,0.19164876731132444
476.0,7.050043200300605,0.5557965513030937
200.0,7.689736322473099,0.6787759272042143
257.0,5.9544228321157915,0.25958395384725497
357.0,7.514887511292737,0.5655817727220603
490.0,4.963486369788932,0.3020028588194582
448.0,4.3426138082715156,0.6559472062201842
472.0,7.911937974709337,1.3713688885288005
443.0,4.513565857999051,0.8296643579401685
735.0,1.3302539179482553,0.8403619342337653
654.0,1.8462758804017738,0.5190140615429754
776.0,2.510530393271611,0.6339556440982267
771.0,1.62343258260179,1.973309175424988
732.0,1.8762001678290081,1.3960707704931872
616.0,1.4958112273320159,1.3182620113339765
658.0,2.1766174369144666,0.44227729639619395
781.0,1.014381677970187,1.5582535959006985
608.0,1.4578835676223088,0.42680498752385676
660.0,1.1417146997773069,0.8589108835152955
738.0,1.9708289983009815,2.0790467012731906
746.0,2.871028481161342,1.3799995197081858
721.0,1.485994484791449,1.2138994875492926
624.0,1.3808198287237554,1.4692285019797493
705.0,1.7085951331791076,1.7857038403796193
772.0,2.458151698919701,1.6519998230924897
615.0,2.292359502589969,0.5580961439282087
627.0,1.6786052107899263,0.16420048780807553
714.0,1.380417816881623,0.7309060961181638
718.0,1.3669760715744665,0.6354817519514054
713.0,2.8465311985520256,0.5219656871726529
625.0,2.7119337849367455,1.985819428670109
603.0,2.998564936825453,1.8527352529453378
660.0,2.852733966016255,0.7293557615969558
654.0,5.942564501802874,1.4108773305897602
642.0,7.609771462042195,0.8912638021213285
667.0,7.941235375118904,1.929095179481087
673.0,7.140517427176486,1.0177037051747977
800.0,7.829270563438692,0.6297603329961049
639.0,6.873633101185304,0.5932550153879669
614.0,4.870803593656699,1.2227362683263017
791.0,6.1687808054970965,0.6254832170458705
722.0,4.200569349055814,1.2691719804470811
640.0,7.410879568193142,1.895645767204954
647.0,6.0313139879736735,0.8988010102807945
660.0,4.271843453503029,0.5386415183145666
745.0,7.7663845089163575,2.0950752129902206
758.0,6.378076614133764,1.1190525873529291
744.0,6.62949265789009,0.28181882434758776
652.0,7.7388250309457085,0.19423275084946914
667.0,5.256735451182305,0.3192982607013183
676.0,6.686760891839885,1.3548920834061802
618.0,7.716073326822057,1.6841587287259283
744.0,6.484637021972372,0.944319933599368
654.0,4.293042884398532,0.22705541230391427
689.0,4.529826281465869,0.8632385730130735
694.0,7.517080969938171,2.0922427604801936
739.0,5.752738292030839,1.1582286901982741
767.0,6.4467110629038,2.042156755227236
741.0,6.671452814850334,1.8215594044689962
