bandwidth,computation_nodes,energy_consumption
15,1.7033694783036721,1.5831009995196659
29,1.2693810391838238,1.5729424283280249
126,1.7443694361652025,1.1907330674966996
16,1.6495417636939438,0.1595944388761407
76,6.8745518992144135,1.3040374580999607
103,8.244980251754452,1.3997688755590465
40,8.179765922412866,0.9984180925677072
123,7.112762832922651,0.11299751935612204
101,9.223277007331232,0.9452287963070051
655,1.3056584758388061,2.0144261444135623
623,1.3702539996238894,0.8598546012746747
688,1.3948773185330912,1.3074520627337822
786,1.8878411006018183,1.0188497593436852
696,6.499304651412837,0.2576003961569163
760,7.172713125628372,1.3370395047284922
747,9.44682760124311,0.48457718051331977
769,6.278220595294964,0.5557965513030937
620,7.157551854408428,1.810635442030294
