bandwidth,computation_nodes,energy_consumption
15.0,1.7033694783036721,1.4533989748458227
29.0,1.2693810391838238,1.884359135409691
126.0,1.7443694361652025,0.2738776652588323
16.0,1.6495417636939438,0.9438436393705408
76.0,1.2405017722839637,0.1595944388761407
103.0,1.6173695692324743,0.5372759496072067
40.0,1.5994356286635383,1.1107105762067249
123.0,1.306009779053729,0.15307193936772726
101.0,1.8864011770160887,0.49767530137329696
39.0,1.3056584758388061,1.3997688755590465
23.0,1.3702539996238894,1.1898829612064334
56.0,1.3948773185330912,0.5408812440813934
105.0,9.22851309309752,1.2785313677518175
60.0,6.499304651412837,1.7188609133556534
92.0,7.172713125628372,0.11299751935612204
85.0,9.44682760124311,1.7116385036656159
96.0,6.278220595294964,1.4962787899764538
22.0,7.157551854408428,0.7805010330359837
60.0,9.465934667021079,0.4109589996235631
58.0,8.542737777057601,2.0144261444135623
97.0,7.421082800910086,0.7731890902252535
94.0,9.746618350849976,0.2854916867602958
80.0,8.539913152788241,0.293432753666928
60.0,6.653609975047713,1.7949887326949197
100.0,9.701564718484871,1.3074520627337822
796.0,1.7530756760888622,1.7142565465487605
608.0,1.2519528791605148,1.5594635733876359
616.0,1.441281265724562,1.1724561829094016
783.0,2.03720068576856,2.0462315279587413
701.0,1.7209825318243681,0.8570687544167069
636.0,1.7071370572204667,1.204081262546454
743.0,1.2712902584633818,1.7588093285059898
709.0,1.8217151928174837,1.3370395047284922
656.0,1.439340555654437,1.8234138006215546
726.0,1.1521649193799415,1.2547042905135242
628.0,1.051828012967208,1.509143672429847
774.0,1.1759802018946952,0.19164876731132444
697.0,6.254110824607828,0.5557965513030937
664.0,7.872199551138709,0.6787759272042143
602.0,9.443118808937992,0.25958395384725497
737.0,6.458206971934747,0.5655817727220603
687.0,9.074394930629783,0.3020028588194582
716.0,7.73906100267642,0.6559472062201842
784.0,8.888368245239644,1.3713688885288005
645.0,8.002344452201193,0.8296643579401685
760.0,6.42564329119082,0.8403619342337653
755.0,8.555797979464021,0.5190140615429754
641.0,7.495655410364591,0.6339556440982267
735.0,9.114505914522233,1.973309175424988
725.0,8.395778337840916,1.3960707704931872
