bandwidth,computation_nodes,energy_consumption
12,2.0,0.15002151044533388
25,1.4,0.5464214762976455
12,2.0,1.4533989748458227
12,6.0,1.2809850248980794
12,1.0,0.2873904797231849
80,1.2,1.3040374580999607
25,6.0,1.532039225844807
80,2.0,0.9390396419233175
80,1.0,0.6563814164613254
128,1.0,1.7116385036656159
60,2.0,0.7805010330359837
25,1.2,2.0144261444135623
12,10.0,0.2854916867602958
40,6.0,1.7949887326949197
128,10.0,0.18690088584619438
80,10.0,0.3496523257064187
12,10.0,1.204081262546454
80,10.0,0.48457718051331977
12,6.0,1.4225266371354204
12,10.0,1.810635442030294
60,6.0,0.6559472062201842
25,10.0,0.8403619342337653
100,6.0,0.6339556440982267
80,6.0,1.3699565763941206
25,6.0,1.0245204237022316
850,1.4,1.4763239168666265
850,1.2,0.7485654688306437
650,1.0,1.7436051880136167
750,1.4,0.6354817519514054
800,1.2,1.8527352529453378
650,1.4,1.4108773305897602
850,1.0,1.0177037051747977
650,1.4,0.5932550153879669
800,6.0,0.6254832170458705
750,6.0,1.895645767204954
700,1.0,0.5386415183145666
800,1.2,1.0870316697792621
600,6.0,0.4056826386965221
850,7.0,0.944319933599368
750,6.0,0.8632385730130735
800,9.0,0.6028282399636263
600,10.0,1.460566820513037
850,6.0,1.869576900258218
850,8.0,0.7803509460620904
750,8.0,0.4163155086893394
850,6.0,1.8517058807563882
800,8.0,1.6239243981041294
600,10.0,1.8410371396735339
850,8.0,1.1153257639552685
650,7.0,0.8478277051822959
